id;inventory;exp;gender;age;TI;religiousity;course;extraversion;agreeableness;conscientiousness;neuroticism;openness;assertiveness;activity;altruism;compliance;order;selfdiscipline;ansiety;depression;aesthetics;ideas
219;facebook;0;male;;;;0;3,63;4,11;4,44;1,88;3,90;3,80;3,00;4,00;3,67;4,00;4,60;2,25;1,00;3,33;4,20
220;facebook;0;female;;;;0;3,25;4,11;3,78;2,25;3,80;3,00;3,50;3,75;4,33;3,50;3,80;3,00;1,00;4,33;3,80
221;facebook;0;male;;;;0;1,38;3,56;3,67;4,63;3,60;1,20;2,00;4,25;3,00;4,00;3,40;4,25;5,00;3,33;4,00
224;facebook;0;male;41;yes;3;0;3,50;3,00;3,78;2,50;3,90;3,60;4,00;3,25;2,67;4,00;3,60;3,00;1,50;3,33;4,20
225;facebook;0;female;;no;;0;2,63;3,22;4,56;3,75;3,10;2,40;3,00;4,00;2,33;4,00;4,60;4,00;3,00;2,00;3,20
226;facebook;0;female;;;;0;2,75;3,67;4,00;3,25;3,40;2,00;3,50;4,25;3,00;2,50;4,20;4,25;3,00;1,33;4,80
227;facebook;0;female;18;no;;6;1,63;3,11;2,89;4,75;4,30;1,60;2,00;3,25;2,67;2,00;3,00;4,75;4,50;5,00;3,60
229;facebook;0;female;;no;;0;3,75;3,56;2,56;3,25;4,60;3,60;4,00;4,25;2,33;2,00;2,60;3,25;3,00;5,00;4,20
230;facebook;0;female;;;;0;1,63;4,44;2,67;2,88;1,40;1,20;3,00;4,25;5,00;2,50;2,60;2,50;3,50;1,67;1,40
231;facebook;0;male;19;yes;1;1;2,25;2,89;2,78;2,00;4,30;1,80;2,50;3,25;2,67;1,50;2,80;1,50;2,00;4,67;4,00
232;facebook;0;female;;no;;0;4,13;4,00;3,22;4,38;3,50;4,40;3,50;4,50;4,33;3,50;3,00;4,50;4,00;4,67;2,40
233;facebook;0;male;22;yes;2;1;3,88;2,89;2,56;2,38;4,00;3,80;4,00;2,75;3,00;3,50;2,20;2,50;2,00;4,33;4,00
234;facebook;0;male;;;;0;3,00;3,89;3,67;3,00;4,30;2,20;4,00;4,00;4,00;3,00;3,60;3,25;1,50;3,00;4,80
235;facebook;0;male;22;yes;;1;2,63;3,22;2,56;2,63;4,30;2,40;3,50;4,00;2,67;1,50;2,80;2,50;2,50;4,00;4,40
236;facebook;0;male;24;yes;1;1;1,63;2,67;2,78;3,25;3,00;1,40;2,00;3,00;2,00;1,00;2,60;3,50;2,50;2,67;3,20
237;facebook;0;male;24;yes;1;1;2,13;3,67;2,78;2,13;3,70;2,00;2,50;4,00;3,00;1,50;2,80;2,00;3,00;4,33;3,80
238;facebook;0;male;18;yes;2;1;4,00;2,78;3,22;2,50;3,60;3,80;4,50;3,25;2,33;3,00;3,00;3,25;1,00;3,00;3,80
240;facebook;0;female;25;no;;0;4,13;3,67;2,89;4,38;4,30;3,80;4,50;4,75;2,33;2,00;2,60;4,50;3,50;4,33;4,40
241;facebook;0;male;20;yes;2;1;3,00;3,22;3,33;3,50;3,20;2,80;3,50;3,75;2,67;3,00;3,20;4,00;2,50;2,67;3,80
242;facebook;0;female;;;;0;3,38;3,11;2,44;2,88;3,30;3,80;2,00;3,50;2,67;1,50;2,40;2,25;2,50;2,67;4,00
243;facebook;0;male;25;yes;1;1;2,00;3,33;3,44;2,38;4,20;1,80;2,50;3,00;3,00;2,50;3,20;2,00;3,00;4,00;4,60
244;facebook;0;female;;no;;0;2,50;4,11;2,89;3,38;4,80;2,00;3,00;4,50;3,33;2,00;2,80;3,00;4,00;4,67;5,00
245;facebook;0;female;;;;0;4,13;4,11;3,56;3,25;4,00;4,00;4,00;4,25;4,00;3,00;3,80;3,75;2,50;4,00;3,80
246;facebook;0;female;27;no;;0;4,50;3,67;3,11;1,50;4,10;4,60;4,00;4,75;1,33;2,50;3,40;1,50;1,00;4,67;4,00
247;facebook;0;male;18;yes;;1;2,88;4,11;2,89;3,75;4,30;3,00;2,50;4,00;4,33;1,50;3,20;3,75;4,50;3,67;4,60
248;facebook;0;male;18;yes;1;1;2,38;4,00;3,11;3,25;4,00;2,00;3,50;4,25;3,00;4,00;2,60;3,00;2,50;3,67;4,00
249;facebook;0;male;21;no;;0;4,13;3,22;2,56;2,50;2,70;4,00;4,00;3,50;3,33;2,50;2,40;2,75;1,00;1,33;3,20
250;facebook;0;female;;;;0;2,25;3,22;3,22;4,38;3,20;2,20;2,50;4,00;1,67;2,00;3,20;4,25;4,50;3,00;3,20
251;facebook;0;female;22;yes;2;1;3,63;4,00;2,56;3,50;4,20;3,20;4,50;4,75;2,67;1,50;2,80;4,00;2,50;3,67;4,60
252;facebook;0;female;;no;;0;4,25;3,56;2,78;4,50;4,80;4,00;5,00;4,50;2,67;1,50;3,00;5,00;3,50;4,67;4,80
253;facebook;0;male;;;;0;3,00;3,33;2,44;4,13;4,00;2,60;4,00;3,75;3,00;2,00;2,40;3,75;4,50;3,00;4,60
254;facebook;0;female;20;yes;2;1;4,13;3,44;2,44;3,00;4,30;3,80;4,50;4,00;3,00;1,50;2,60;2,75;3,00;5,00;3,80
255;facebook;0;female;;;;0;3,38;4,11;3,56;3,25;3,90;3,40;3,00;4,25;3,67;3,50;3,40;3,50;3,00;4,00;4,00
256;facebook;0;male;22;yes;2;1;3,63;3,22;3,78;2,00;4,00;3,60;4,00;4,00;2,67;2,00;4,00;1,50;2,50;3,67;4,20
257;facebook;0;male;32;yes;1;1;2,75;3,00;2,44;1,63;3,20;2,60;3,00;3,25;2,67;1,00;2,80;1,75;1,00;2,67;3,80
258;facebook;0;male;21;yes;2;1;4,13;4,78;2,78;3,38;4,20;3,80;5,00;4,75;4,67;2,00;2,60;3,25;3,00;3,67;4,60
259;facebook;0;male;20;yes;2;1;1,88;3,22;3,11;1,50;3,00;2,00;1,50;3,00;3,33;2,50;3,00;1,50;1,50;2,00;3,20
260;facebook;0;male;;;;0;3,75;3,22;2,44;2,50;4,70;3,40;4,00;4,00;2,33;1,00;2,80;2,00;5,00;5,00;4,40
261;facebook;0;male;;no;;0;3,75;3,56;3,00;2,88;3,80;3,20;4,50;4,00;3,00;2,00;3,00;3,00;2,00;2,67;4,40
262;facebook;0;female;;;;0;3,00;3,22;2,22;3,38;3,30;3,00;3,00;3,75;2,67;1,00;2,00;3,50;3,00;2,67;3,20
263;facebook;0;female;;;;0;2,25;3,56;3,00;2,88;2,90;1,80;2,50;4,25;3,00;2,00;2,80;3,00;2,50;3,00;3,00
264;facebook;0;female;;yes;;0;3,50;3,11;3,33;3,63;3,30;3,40;3,50;3,75;2,33;2,00;3,20;3,75;3,50;2,67;3,40
265;facebook;0;male;21;yes;1;1;4,00;3,56;3,33;3,00;3,40;3,80;4,00;3,75;3,67;4,50;2,80;3,25;2,50;2,67;4,00
266;facebook;0;female;20;no;;0;3,88;4,00;3,67;3,13;3,90;3,80;4,00;4,50;2,67;3,00;3,80;3,50;2,50;3,33;4,00
267;facebook;0;female;23;yes;4;1;1,88;2,89;3,78;3,75;3,00;1,60;3,00;2,75;3,00;3,50;3,80;3,50;3,50;3,00;3,00
268;facebook;0;male;20;yes;3;1;3,13;4,22;3,56;1,38;4,10;2,60;4,00;4,50;3,67;3,00;3,60;1,50;1,00;4,00;4,20
269;facebook;0;female;34;;;0;3,13;3,56;3,33;3,50;4,60;2,40;4,50;3,25;4,33;3,50;3,00;4,00;3,00;4,67;4,40
270;facebook;5;male;22;yes;3;1;2,25;3,44;2,22;4,25;3,50;2,20;2,50;3,50;3,33;1,50;2,20;4,25;4,50;2,33;3,80
271;facebook;0;female;;no;;0;4,13;4,00;4,00;3,13;4,60;3,80;5,00;4,00;4,67;3,50;4,20;3,50;2,50;5,00;4,60
272;facebook;0;male;;;;0;2,50;3,56;2,78;4,13;3,60;2,20;3,00;3,50;4,00;4,00;2,40;3,75;5,00;3,00;3,80
273;facebook;0;female;;;;0;4,50;4,00;3,33;2,75;4,90;4,40;4,50;3,75;4,67;2,00;3,40;3,00;3,00;4,67;5,00
274;facebook;0;female;;;;0;4,25;4,33;2,89;2,75;2,90;4,40;3,50;4,75;4,67;2,00;3,20;3,00;2,00;2,67;2,80
275;facebook;0;female;;;;0;2,38;3,22;3,00;3,13;2,40;2,80;1,50;3,25;3,33;4,00;2,20;3,50;2,50;2,67;2,40
276;facebook;0;male;24;yes;1;0;2,00;3,78;2,33;2,50;3,30;1,80;2,50;3,25;4,00;2,00;2,20;2,50;2,50;2,33;3,60
277;facebook;0;female;;no;;0;3,63;3,78;3,44;3,00;3,70;3,40;4,00;4,50;3,33;3,00;3,40;3,00;3,50;3,67;3,60
278;facebook;0;female;;no;;0;3,00;3,56;4,56;3,00;4,00;3,00;3,00;4,00;2,67;4,00;4,60;3,50;2,50;4,00;4,20
280;facebook;0;male;;;;0;2,13;3,33;3,11;3,13;4,10;1,60;3,50;4,00;2,00;1,50;3,60;3,25;2,50;3,00;4,60
281;facebook;0;male;;no;;0;2,13;3,44;2,78;3,63;4,30;2,00;2,50;4,00;3,33;2,00;3,20;3,00;4,50;5,00;4,00
282;facebook;5;male;22;yes;3;1;2,00;2,67;1,78;3,50;4,20;1,60;3,00;3,25;2,00;1,00;1,80;3,75;3,00;4,00;4,40
283;facebook;0;female;;;;0;4,25;4,33;4,78;3,50;4,50;4,40;3,50;4,25;4,00;5,00;4,60;4,00;3,00;4,00;4,60
284;facebook;0;male;21;yes;2;1;2,50;2,89;4,22;3,38;2,90;2,20;3,00;3,00;2,67;4,50;4,60;4,25;1,50;2,67;3,00
285;facebook;0;male;;;;0;3,13;3,11;3,22;1,50;4,40;3,40;3,00;3,50;3,33;2,00;3,20;2,00;1,00;3,33;5,00
286;facebook;0;male;;;;0;2,50;3,11;3,00;3,13;4,40;2,20;3,00;3,25;3,00;1,50;3,20;2,75;3,00;4,33;4,40
287;facebook;0;female;;;;0;3,88;3,44;3,00;3,63;3,80;3,60;4,00;3,75;3,33;2,50;2,80;3,75;4,00;2,67;4,20
288;facebook;0;female;;;;0;3,25;3,67;4,56;2,00;3,30;3,20;3,00;4,00;3,33;4,50;4,80;2,50;1,00;3,00;3,20
289;facebook;0;female;;;;0;2,00;3,33;2,44;4,75;4,30;1,60;3,00;3,50;3,67;1,50;2,60;4,50;5,00;4,67;4,40
290;facebook;0;male;;no;;0;2,00;2,78;3,67;2,75;3,60;2,20;1,50;3,50;2,33;5,00;2,80;2,25;4,50;3,67;4,00
291;facebook;0;male;;;;0;2,38;3,22;2,44;4,00;4,10;1,80;4,00;3,50;3,00;1,00;2,40;4,25;4,50;4,00;4,00
292;facebook;0;female;25;no;;0;2,00;3,00;3,78;3,50;3,90;2,00;2,00;3,75;2,00;4,50;3,40;4,00;2,50;3,00;4,60
293;facebook;0;female;;;;0;2,13;3,00;4,22;3,75;3,80;1,40;3,00;2,75;3,00;4,50;4,00;4,00;3,50;3,67;3,60
294;facebook;0;female;;;;0;4,38;3,78;2,56;2,75;3,20;4,00;5,00;4,25;3,33;1,50;2,80;3,25;1,50;3,33;3,00
295;facebook;0;male;24;yes;1;0;2,88;3,00;3,78;2,50;3,70;2,80;3,00;3,00;2,67;4,50;3,40;2,50;2,50;3,00;4,20
296;facebook;0;male;31;yes;1;1;2,25;3,56;3,44;1,75;3,90;2,40;2,00;4,00;3,00;3,00;3,20;1,75;1,50;3,00;4,40
297;facebook;0;female;;;;0;2,50;2,67;2,89;4,63;3,40;2,20;3,50;2,75;2,67;3,00;2,60;4,50;4,50;3,00;3,40
298;facebook;0;male;25;yes;2;0;3,13;3,56;3,11;2,13;3,70;2,80;3,00;4,00;3,33;1,50;3,40;2,50;1,50;3,33;4,00
299;facebook;0;female;;;;0;3,25;4,44;3,56;2,38;4,50;2,80;4,00;5,00;3,67;3,00;3,20;3,25;1,50;4,67;4,40
300;facebook;0;female;;;;0;3,13;3,22;3,44;3,00;2,10;3,00;3,00;4,25;2,67;4,00;3,80;3,50;1,50;2,33;2,20
301;facebook;0;male;20;yes;1;1;2,13;2,89;3,33;4,50;3,30;2,00;2,50;3,00;3,33;3,00;3,00;4,50;4,50;2,67;3,40
304;facebook;0;male;23;yes;;1;2,38;3,22;3,00;1,88;4,10;2,60;2,00;3,25;3,33;2,00;2,80;2,00;2,00;3,67;4,60
305;facebook;0;male;;;;0;3,25;4,11;3,89;2,50;3,40;3,00;3,50;4,00;4,00;3,50;4,00;3,00;1,50;2,00;4,20
306;facebook;0;male;;;;0;4,38;4,22;4,11;1,75;4,20;4,20;4,50;4,25;3,67;3,00;4,40;2,25;1,50;3,00;4,60
307;facebook;0;male;;yes;;0;4,25;4,11;3,56;2,38;3,80;4,40;4,00;4,50;3,33;3,50;3,20;2,50;2,00;3,67;4,00
308;facebook;0;male;33;yes;;0;3,50;3,67;4,78;2,25;2,30;4,00;2,50;4,00;2,33;5,00;4,80;2,50;1,00;1,00;3,00
309;facebook;0;female;;;;0;3,75;3,78;3,78;3,25;4,90;3,40;4,00;4,25;3,00;2,50;3,80;3,25;3,00;4,67;5,00
310;facebook;0;female;23;yes;2;1;2,38;4,33;2,67;2,13;3,40;1,80;3,00;4,00;4,33;2,00;2,80;2,50;2,00;3,33;3,60
311;facebook;0;male;22;yes;1;1;3,25;3,00;3,22;3,88;4,10;2,80;3,50;3,75;2,00;3,00;3,20;4,00;3,50;2,33;4,80
312;facebook;0;male;28;yes;1;1;2,63;2,33;3,11;4,38;3,80;2,60;3,00;3,00;1,67;2,00;3,40;4,50;4,00;3,00;4,20
314;facebook;0;male;20;yes;1;1;2,75;3,11;3,33;2,38;3,90;2,60;2,50;2,75;3,33;3,00;3,20;2,00;3,00;4,00;4,00
315;facebook;0;male;32;no;1;0;3,25;4,11;3,33;1,00;5,00;3,00;4,00;4,00;3,67;2,00;3,20;1,00;1,00;5,00;5,00
316;facebook;0;male;22;yes;1;1;3,50;3,67;2,44;3,50;4,30;3,40;3,00;4,25;3,67;2,50;2,00;3,25;4,00;5,00;3,80
317;facebook;0;male;26;yes;2;1;2,25;3,33;2,89;2,75;4,50;2,20;2,50;3,50;3,00;4,00;2,00;3,25;2,00;4,67;4,60
318;facebook;0;male;27;yes;1;1;4,00;3,11;1,67;4,38;4,90;4,00;4,00;3,50;2,33;1,00;2,00;4,00;4,50;4,67;5,00
319;facebook;0;male;;no;;0;4,75;4,44;3,67;2,88;3,60;4,80;4,50;4,50;4,00;3,50;3,60;3,50;1,00;3,67;4,00
321;facebook;0;male;27;yes;;1;2,13;3,44;2,11;4,38;4,40;1,80;3,00;3,75;2,33;1,00;2,60;4,50;4,00;5,00;4,40
322;facebook;0;male;26;yes;4;1;3,00;3,78;4,00;2,25;3,80;2,60;3,50;3,75;3,33;3,50;4,20;2,25;2,00;3,67;4,00
323;facebook;0;male;28;no;3;0;4,38;3,44;3,78;2,00;3,80;4,20;5,00;4,00;2,67;3,00;3,80;2,50;1,50;3,67;4,00
324;facebook;0;female;24;no;;2;3,88;3,78;2,67;3,38;4,00;3,60;4,00;4,25;3,00;3,00;2,40;4,00;1,50;4,33;3,80
325;facebook;0;male;24;yes;1;1;2,88;3,67;3,00;3,38;3,80;2,40;3,00;4,00;3,33;2,50;3,20;2,75;4,50;3,67;4,20
326;facebook;0;female;20;no;;3;2,75;2,89;2,56;2,88;3,10;2,60;3,50;3,25;2,67;2,00;2,60;2,50;3,50;3,33;3,00
327;facebook;0;female;25;no;;6;2,00;3,44;3,56;3,13;4,30;1,80;2,50;3,50;3,00;3,00;3,60;3,00;3,50;4,67;4,20
328;facebook;0;female;24;no;;6;2,50;3,44;2,33;4,63;3,50;2,40;3,00;4,25;3,00;1,00;2,60;4,75;4,50;3,67;3,40
329;facebook;0;female;19;no;2;4;2,63;4,11;3,67;3,13;3,00;2,60;2,50;4,00;4,00;4,00;3,20;3,25;3,00;3,00;3,00
330;facebook;0;female;21;no;;0;2,75;3,67;3,56;4,50;3,30;2,80;2,50;4,25;2,67;4,00;2,80;5,00;3,50;3,00;3,40
331;facebook;0;male;21;no;;4;1,50;3,22;2,00;3,88;3,20;1,40;2,00;3,00;3,33;2,00;1,80;4,00;3,50;3,67;2,80
332;facebook;0;female;26;no;;2;2,25;2,89;2,78;4,00;3,10;2,00;3,00;3,00;3,00;2,50;2,80;4,00;3,50;2,33;3,40
334;facebook;0;female;21;no;;2;1,63;3,44;3,44;3,13;2,90;1,60;2,00;3,75;4,00;4,50;3,00;3,25;3,50;1,67;3,60
335;facebook;0;female;;;;0;4,13;1,78;3,56;4,88;3,40;4,00;4,00;2,75;1,00;3,50;3,80;4,75;5,00;3,33;3,80
336;facebook;0;female;27;no;;5;3,13;2,22;2,56;3,63;2,10;3,40;2,50;3,00;1,67;1,50;2,60;4,00;4,00;1,33;2,80
337;facebook;0;male;27;no;;4;4,38;1,89;2,89;3,63;4,40;4,40;4,50;2,25;1,33;2,00;2,80;3,25;4,50;4,33;4,60
338;facebook;0;male;20;no;;7;4,13;4,33;4,11;1,38;3,60;4,00;4,00;4,50;4,00;3,50;4,40;1,50;1,00;2,67;3,80
339;facebook;0;female;19;no;4;4;4,50;3,22;3,00;4,25;3,70;4,20;5,00;3,75;2,67;2,00;3,20;4,50;3,50;3,33;3,80
340;facebook;0;male;;;;0;1,88;3,22;3,33;3,38;3,40;1,80;2,00;3,25;3,67;3,50;3,40;3,25;4,00;4,00;3,80
341;facebook;0;male;22;no;;0;3,00;2,44;2,89;3,00;2,60;3,00;2,50;3,00;2,00;3,50;2,80;3,25;2,00;2,00;2,80
342;facebook;0;male;;;;0;2,63;2,89;3,00;2,25;3,90;2,60;2,00;2,50;2,67;3,00;3,00;2,25;2,00;3,67;4,00
343;facebook;0;male;;;;0;3,63;3,89;2,78;2,25;4,60;3,40;4,00;4,50;2,67;2,00;2,80;2,00;3,00;4,67;4,60
344;facebook;0;female;;no;;0;3,38;3,00;2,78;2,88;3,70;3,20;3,50;3,25;2,00;3,00;2,60;2,25;3,50;3,00;4,00
345;facebook;0;female;23;no;;7;2,25;3,67;2,56;3,25;3,70;2,20;2,50;4,00;2,67;3,50;2,20;3,75;2,00;3,33;3,80
346;facebook;0;female;23;no;;7;1,63;3,11;2,33;3,75;4,10;1,40;2,50;3,50;2,67;1,50;1,80;3,75;3,00;5,00;3,80
347;facebook;0;male;;;;0;1,13;2,78;2,33;3,75;4,00;1,00;1,50;2,75;2,33;2,00;2,00;3,00;4,50;4,00;4,00
348;facebook;0;female;26;no;;0;3,13;4,44;3,00;3,75;4,20;3,40;2,00;4,50;4,67;4,00;2,40;3,25;4,00;4,67;4,20
349;facebook;0;female;23;no;;4;3,75;3,89;2,78;3,38;4,30;3,20;4,50;4,00;4,00;2,50;2,60;3,25;3,50;4,00;4,40
350;facebook;0;male;;yes;;0;1,88;2,89;3,78;3,25;3,80;1,40;3,00;3,75;1,67;3,00;3,80;3,25;3,00;3,00;4,20
351;facebook;0;female;;;;0;1,75;3,56;2,89;3,13;3,00;1,60;2,00;3,75;3,00;2,00;3,20;2,75;3,00;1,33;3,60
352;facebook;0;female;22;no;1;0;3,00;2,67;2,78;4,38;3,70;2,60;4,00;3,25;2,00;2,00;2,80;4,25;4,50;4,00;3,80
353;facebook;0;male;23;yes;5;1;1,75;2,44;2,00;3,00;2,90;1,60;2,00;3,00;1,67;1,00;2,00;2,75;2,50;1,67;3,40
355;facebook;0;female;;;;0;3,75;2,89;2,89;4,38;3,10;4,00;3,00;3,75;2,33;3,00;2,80;4,50;4,50;3,67;3,00
356;facebook;5;male;22;yes;3;1;3,25;3,11;2,44;1,63;2,40;3,60;2,00;3,75;2,67;2,50;2,60;2,00;1,50;2,67;2,40
357;facebook;0;male;23;yes;1;1;1,88;3,56;3,78;3,00;3,80;1,80;1,50;3,50;3,33;4,50;3,20;2,50;4,50;3,67;4,20
358;facebook;0;male;27;yes;1;1;2,13;3,11;2,67;2,63;2,80;2,00;2,50;3,25;4,00;2,00;2,80;2,75;3,00;1,67;3,20
359;facebook;0;female;;;;0;3,00;3,22;3,44;4,13;3,40;3,00;3,00;4,25;2,00;2,50;3,40;4,25;4,50;2,33;3,80
360;facebook;0;female;;;;0;3,00;3,00;2,22;3,25;2,60;3,40;2,00;3,25;3,33;1,50;2,20;2,75;3,50;2,00;3,60
361;facebook;0;male;24;yes;1;1;2,13;3,33;3,00;3,63;2,90;2,00;2,00;3,25;3,33;3,00;2,60;4,25;3,00;2,00;4,00
362;facebook;0;female;;no;;0;4,75;3,00;2,44;5,00;4,50;4,60;5,00;3,00;3,00;2,00;2,00;5,00;5,00;4,33;4,40
363;facebook;0;female;23;no;;0;2,00;3,78;3,33;3,88;4,20;1,60;3,50;4,00;3,67;3,00;3,00;4,50;2,50;4,00;4,00
364;facebook;0;female;25;yes;;1;2,25;2,89;3,56;3,50;2,70;2,00;3,00;3,00;3,00;4,00;3,20;3,50;3,50;2,00;3,20
365;facebook;0;male;;;;0;2,88;2,89;3,00;4,00;4,00;3,00;2,50;3,25;2,33;3,00;3,00;3,75;4,50;3,67;4,20
366;facebook;0;male;24;yes;2;1;1,63;2,89;3,11;4,50;3,90;1,40;2,00;3,25;2,33;3,00;3,00;4,50;4,50;3,00;4,20
368;facebook;0;male;21;yes;;1;4,25;3,22;2,67;3,13;4,10;4,40;3,50;3,50;2,67;2,00;2,60;3,25;2,50;3,67;4,40
369;facebook;0;male;23;yes;3;1;4,75;2,89;3,22;2,00;4,60;5,00;4,00;4,25;1,33;1,50;3,60;1,75;2,00;4,33;4,60
371;facebook;0;female;;;;0;3,25;3,33;3,67;3,25;3,40;3,00;4,00;3,75;2,67;3,00;3,80;4,00;2,50;4,00;3,20
373;facebook;0;female;22;no;;0;2,63;3,22;2,44;3,38;3,20;2,40;3,50;3,25;3,33;1,50;2,20;3,25;3,50;2,67;3,40
374;facebook;0;male;;no;;0;4,00;4,44;3,78;2,63;4,30;4,00;4,00;4,75;4,00;3,00;4,40;3,50;1,50;4,67;4,20
375;facebook;0;male;23;yes;2;1;2,38;3,56;3,44;4,00;2,40;2,40;2,50;3,25;4,00;3,00;3,60;4,00;4,00;1,33;3,20
376;facebook;0;male;24;yes;1;1;3,38;3,33;3,89;2,63;3,00;3,40;3,50;3,75;3,33;4,00;4,20;3,00;2,50;2,67;3,40
377;facebook;0;male;27;yes;2;1;1,88;3,67;3,00;3,75;4,60;1,60;3,00;4,00;3,67;3,00;3,00;3,50;4,50;5,00;4,60
378;facebook;0;female;;no;;0;3,88;3,33;3,22;4,38;4,00;4,00;3,50;4,00;2,33;1,00;3,80;4,75;3,50;3,00;4,40
379;facebook;5;female;20;no;2;2;4,25;4,11;1,56;3,75;3,70;4,20;4,00;4,50;4,33;1,00;1,80;3,50;4,00;4,00;3,60
380;facebook;0;male;23;yes;;0;1,88;3,44;2,22;2,63;4,30;1,60;2,50;3,75;3,00;1,00;2,00;2,00;4,00;4,00;4,40
381;facebook;0;female;27;yes;3;1;3,13;2,89;3,67;4,00;3,10;3,00;3,00;3,50;2,33;3,50;3,40;4,25;3,00;3,33;3,40
382;facebook;0;male;26;no;;9;3,75;3,00;4,11;2,00;4,30;3,60;4,00;4,25;1,33;3,50;4,40;2,25;1,00;3,67;4,60
383;facebook;0;male;23;yes;1;1;2,38;2,44;3,44;1,75;3,50;2,20;3,00;3,00;2,33;2,50;3,60;2,00;1,00;3,33;3,60
384;facebook;0;male;26;no;;7;3,00;4,11;3,78;3,38;4,40;3,00;2,50;4,25;3,67;5,00;2,80;3,00;4,50;4,00;4,40
385;facebook;0;female;19;no;;7;4,63;3,67;3,22;3,00;3,20;4,40;5,00;4,25;2,33;3,00;2,80;4,00;1,00;2,67;3,60
386;facebook;0;male;30;no;2;0;2,38;3,56;4,22;3,00;4,70;2,20;3,00;4,00;3,00;3,50;4,20;3,50;2,50;5,00;4,60
387;facebook;0;male;27;no;1;0;2,75;4,22;2,56;2,88;4,00;2,20;3,50;4,50;3,67;1,50;2,80;3,75;2,00;3,33;4,40
389;facebook;0;male;;;;0;4,88;2,89;4,00;2,50;4,00;5,00;4,50;3,50;1,67;3,00;4,40;3,25;1,50;3,00;4,80
390;facebook;0;male;26;no;;0;3,88;2,67;3,67;2,75;3,60;3,60;4,50;2,75;2,33;4,00;3,00;3,00;3,00;1,33;4,60
391;facebook;0;female;;no;;0;3,38;3,33;3,56;3,38;3,80;3,00;4,00;4,00;2,33;2,00;4,00;4,00;2,50;3,33;4,20
393;facebook;0;female;;;;0;2,00;3,67;3,67;3,75;3,40;1,80;2,50;4,50;2,33;4,00;3,40;4,00;3,00;4,33;3,00
394;facebook;0;female;22;no;;0;4,63;3,67;3,67;4,38;3,20;4,80;4,00;4,25;3,33;4,00;3,60;4,75;3,00;2,67;3,40
396;facebook;0;female;;no;;0;1,63;3,44;2,78;4,25;3,40;1,20;3,00;3,75;2,67;1,00;3,00;4,50;4,00;3,00;3,80
397;facebook;0;female;18;no;;0;2,88;3,89;2,67;3,38;4,00;2,60;3,00;4,50;3,00;1,50;2,80;3,00;3,50;3,67;4,20
398;facebook;3;male;21;no;3;9;2,63;3,22;4,00;2,13;3,70;2,40;3,50;3,50;3,67;4,00;3,60;2,00;2,50;3,33;4,00
399;facebook;0;female;23;yes;1;0;4,00;3,00;4,33;4,00;2,70;3,80;4,50;3,00;3,33;5,00;4,00;4,25;3,50;2,67;2,80
400;facebook;0;male;22;yes;;0;3,63;3,67;3,33;4,13;3,40;3,00;4,50;4,00;3,00;2,50;3,40;4,00;4,00;3,33;3,40
401;facebook;0;male;;;;0;3,50;3,67;2,78;2,75;4,60;3,00;4,00;3,50;4,00;1,50;3,00;2,75;3,00;4,00;4,80
402;facebook;0;female;;;;0;3,50;3,89;2,78;3,00;3,20;3,20;4,50;4,50;3,00;2,50;2,80;3,50;1,50;3,00;3,20
403;facebook;0;male;;yes;;0;5,00;4,67;4,11;1,75;4,20;5,00;5,00;5,00;4,33;3,50;4,20;2,50;1,00;3,00;4,60
404;facebook;0;female;;;;0;2,25;3,56;2,00;3,88;4,00;2,20;2,00;3,00;4,67;1,00;2,00;3,75;4,00;3,00;4,40
405;facebook;3;male;21;yes;1;1;2,13;3,56;2,89;2,25;3,50;1,80;3,00;3,75;3,33;2,00;3,00;2,50;2,50;3,67;3,40
406;facebook;0;female;26;no;;6;2,25;3,44;2,56;2,50;3,50;2,20;2,00;3,75;3,33;2,00;2,60;2,00;3,00;3,67;3,20
407;facebook;0;female;19;no;;0;2,63;3,44;2,89;3,50;4,10;2,40;3,00;3,50;3,00;2,50;3,00;3,75;3,00;4,33;4,00
408;facebook;0;female;21;yes;2;1;3,50;4,00;3,44;3,13;4,40;3,20;4,00;4,25;3,67;3,50;3,00;3,50;1,50;4,33;4,40
409;facebook;0;male;21;no;;0;4,63;3,67;3,78;3,50;3,60;4,60;4,50;4,25;3,00;2,50;4,00;3,00;4,00;1,00;4,60
410;facebook;0;female;18;;;0;3,25;4,44;2,78;2,75;4,40;2,80;4,00;4,50;4,33;2,00;2,80;3,00;2,50;5,00;4,20
411;facebook;0;female;21;no;;0;2,63;2,67;2,67;4,88;3,10;2,80;1,50;3,50;2,00;2,50;2,60;5,00;4,50;2,67;3,20
412;facebook;0;male;;no;;0;2,63;3,22;3,11;2,63;3,50;2,60;2,50;3,50;3,00;2,50;3,20;2,75;2,00;3,00;3,60
413;facebook;0;male;;;;0;2,88;3,00;1,67;4,50;4,80;2,60;3,50;3,25;3,00;2,50;1,40;4,50;4,50;5,00;4,80
414;facebook;0;male;;no;;0;2,88;4,22;3,67;2,25;4,40;2,20;4,00;4,00;4,67;3,50;3,60;1,75;3,00;4,33;4,60
415;facebook;0;male;21;;;0;4,88;4,00;4,33;1,63;3,70;4,80;5,00;4,25;4,00;4,00;4,20;1,50;1,50;1,67;4,40
