id ; sentences ; items ; chars ; allTypes ; wordTypes ; skip ; compound ; hashtags ; links ; punct; questions ; exclam ; numbers ; upcase ; lowcase ; firstup ; pt-lexicon ; added ; verb-pro ; names ; en-lexicon ; rewrite ; mispell ; foreign ; emo+ ; emo- ; emo* ; laugh ; emph ; echars ; unkn ; 1funct;2pronoun;3ppron;4i;5we;6you;7shehe;8they;9ipron;10article;11verb;12auxverb;13past;14present;15future;16adverb;17preps;18conj;19negate;20quant;21number;22swear;23social;24family;25friend;26humans;27affect;28posemo;29negemo;30anx;31anger;32sad;33cogmech;34insight;35cause;36discrep;37tentat;38certain;39inhib;40incl;41excl;42percept;43see;44hear;45feel;46bio;47body;48health;49sexual;50ingest;51relativ;52motion;53space;54time;55work;56achieve;57leisure;58home;59money;60relig;61death;62assent;63nonfl;64filler;BPconcr;BPsubj;BPimage;BPaoa;m ; f ; s ; p ; aument ; dimin ; superlat ; N ; A ; PREP ; CONJ ; ADV ; PREFIX ; SIGLA ; ABREV ; INTERJ ; DET ; def ; indef ; NUM ; numC ; numO ; numM ; numF ; PRO ; proDem ; proIndef ; proRel ; proInterr ; proTrat ; proPoss ; proPess;acusativa ; dativa ; nominativa ; obliqua ; reflexa ; p1 ; p2 ; p3; V ; VW ; VG ; VK ; VP ; VI ; VJ ; VF ; VQ ; VS ; VT ; VU ; VY ; VC; V1s ; V2s ; V3s ; V1p ; V2p ; V3p 
407;255;1590;7978;725;643;0,0006;0,0057;0,0057;0,0006;0,3132;0,0145;0,027;0,1025;0,0774;0,8252;0,0969;0,8862;0,0107;0,0013;0,017;0,0384;0,0302;0,0164;0,0075;0,0075;0,0006;0,0057;0,0113;0,0082;0,0653;0,005;0,4591;0,161;0,0969;0,0252;0,0044;0,0635;0,0478;0,0151;0,1063;0,0673;0,1516;0,061;0,022;0,1044;0,0057;0,0478;0,1182;0,0862;0,0201;0,0635;0,0164;0,078;0,2082;0,0132;0,0145;0,1239;0,1164;0,0868;0,0277;0,0031;0,0119;0,0094;0,3566;0,0591;0,039;0,0635;0,0906;0,044;0,039;0,1164;0,0755;0,0994;0,0321;0,022;0,0371;0,0761;0,0302;0,0138;0,0245;0,073;0,1874;0,0585;0,0824;0,0692;0,0157;0,0491;0,0321;0,0088;0,022;0,0088;0,005;0,0101;0,0208;0,0006;4,2895;5,1395;4,5965;3,5306;0,8597;0,6069;1,3264;0,2805;0;0,0025;0,0019;0,4547;0,1547;0,1742;0,1;0,1264;0,0107;0,0164;0,0365;0,0013;0,0906;0,0459;0,0189;0,0258;0,0226;0,0025;0,0006;0;0,3516;0,0679;0,0893;0,039;0,034;0,0057;0,022;0,1025;0,0836;0,0358;0,017;0,0365;0,0107;0,034;0,0208;0,0843;0,2862;0,034;0,0126;0,0245;0,1579;0,0025;0,0132;0,0006;0,0006;0,0346;0,0038;0,0233;0,1057;0,0031;0,1252;0,0818;0,1679;0,0025;0,0019;0,0145
408;298;2278;11995;1004;905;0,0022;0,0127;0,0658;0,0004;0,3112;0,0145;0,0492;0,0549;0,0233;0,7932;0,1831;0,7902;0,0079;0;0,032;0,126;0,0228;0,0105;0,0241;0,0018;0,0009;0,0031;0,0044;0,0018;0,0115;0,0057;0,4144;0,1277;0,0773;0,0206;0,0018;0,0478;0,0474;0,007;0,0917;0,0641;0,14;0,0505;0,0334;0,0882;0,0031;0,0382;0,1326;0,0724;0,018;0,0558;0,0162;0,0492;0,1585;0,0009;0,0088;0,072;0,0764;0,0579;0,0154;0,004;0,0031;0,0079;0,3582;0,0615;0,0435;0,0566;0,09;0,0312;0,0558;0,1181;0,0637;0,0593;0,025;0,0066;0,0263;0,0448;0,0206;0,0079;0,0097;0,0882;0,2112;0,0685;0,0975;0,1155;0,0316;0,0356;0,0259;0,004;0,0281;0,0031;0,0022;0,0083;0,0176;0,0009;4,4203;5,1387;4,6101;3,5477;0,7577;0,4723;1,1554;0,2515;0;0,007;0;0,3665;0,1242;0,1651;0,0799;0,108;0,0277;0,0114;0,0391;0,0018;0,0865;0,0395;0,0215;0,0255;0,0233;0,0009;0;0,0013;0,3016;0,0518;0,0852;0,036;0,0316;0,0048;0,0101;0,086;0,0672;0,0246;0,0162;0,0259;0,0097;0,025;0,0092;0,0707;0,2893;0,0391;0,0101;0,0189;0,1277;0,007;0,0268;0,0009;0,0035;0,0294;0,0026;0,0329;0,101;0,0031;0,1365;0,0707;0,1778;0,0022;0,0022;0,0101
409;150;1399;7303;747;620;0,0007;0,0021;0;0,0007;0,2609;0,0021;0,0515;0,0236;0,0343;0,6976;0,268;0,8142;0,005;0,0007;0,0608;0,1015;0,0086;0,0136;0,0043;0;0;0,0014;0,0086;0,0007;0,0208;0,0021;0,3888;0,1465;0,0951;0,0229;0,0057;0,0615;0,0493;0,0179;0,0979;0,0658;0,1287;0,0515;0,0229;0,0879;0,0064;0,0286;0,1222;0,0543;0,0157;0,0486;0,0093;0,0565;0,1501;0,0021;0,0057;0,0751;0,0801;0,0493;0,0272;0,0029;0,0114;0,0114;0,3252;0,0543;0,0386;0,0529;0,0793;0,0286;0,0372;0,1001;0,0593;0,0543;0,0257;0,0136;0,0236;0,035;0,0214;0,005;0,0071;0,0565;0,1644;0,06;0,0822;0,0672;0,02;0,0343;0,02;0,0014;0,0222;0,0114;0,0071;0,0057;0,025;0,0007;4,1637;4,9935;4,3847;3,9286;0,8227;0,549;1,1687;0,3324;0;0,0007;0;0,3781;0,1308;0,168;0,0608;0,0886;0,015;0,0029;0,0479;0;0,0793;0,0508;0,0122;0,0164;0,0136;0,0021;0;0,0007;0,3131;0,0708;0,0722;0,03;0,0272;0,0043;0,0136;0,0994;0,0836;0,0279;0,02;0,0286;0,0079;0,0336;0,0043;0,0836;0,2566;0,0436;0,0064;0,015;0,1244;0,0021;0,0136;0,0021;0,005;0,0336;0,0021;0,0286;0,0815;0,0021;0,1129;0,0629;0,1465;0,0064;0,0021;0,02
41;453;4367;22350;1815;1619;0,0002;0,0057;0,0064;0,0016;0,3137;0,0066;0,0259;0,0238;0,0323;0,7877;0,18;0,9144;0,0062;0,0044;0,0213;0,0417;0,0149;0,0087;0,005;0;0;0,0009;0;0,0007;0,0071;0,0053;0,4873;0,1658;0,1028;0,0126;0,0025;0,0779;0,0653;0,019;0,1207;0,0879;0,1722;0,0714;0,0341;0,1161;0,0108;0,0321;0,1591;0,0872;0,0183;0,0543;0,014;0,0639;0,2022;0,0021;0,0062;0,0733;0,0879;0,0561;0,0243;0,0041;0,0087;0,011;0,4154;0,0744;0,0435;0,0708;0,104;0,0334;0,0616;0,1314;0,0753;0,0662;0,0238;0,0156;0,025;0,0431;0,019;0,0094;0,0108;0,0838;0,2098;0,0648;0,1097;0,0927;0,0364;0,0483;0,0234;0,0034;0,0266;0,0071;0,0085;0,0108;0,0279;0,0011;4,1909;4,993;4,3889;4,0298;0,8816;0,6254;1,3572;0,3449;0;0,0009;0;0,4287;0,1383;0,2251;0,0925;0,1124;0,0224;0,0112;0,0483;0,0009;0,1097;0,0634;0,0206;0,0256;0,0222;0,0018;0,0007;0,0009;0,3948;0,0795;0,0985;0,0463;0,0401;0,0082;0,0089;0,1168;0,0953;0,0279;0,0179;0,0295;0,0105;0,0208;0,0096;0,1069;0,3146;0,0444;0,0071;0,0227;0,155;0,0046;0,0254;0,0041;0,0023;0,0311;0,0018;0,0366;0,103;0,0053;0,1223;0,0774;0,188;0,0108;0,0039;0,0211
410;62;370;1855;228;217;0;0;0;0;0,2973;0,0081;0,0378;0,0054;0,0243;0,7189;0,2568;0,8189;0,0054;0;0,0703;0,0811;0,0162;0,0243;0,0135;0,0027;0;0;0,0027;0,0027;0,0108;0,0027;0,4622;0,1973;0,1459;0,0541;0,0027;0,0865;0,0405;0,0243;0,0757;0,0432;0,1703;0,0757;0,0324;0,1054;0,0054;0,073;0,1054;0,0541;0,0108;0,0486;0,0054;0,0568;0,1892;0,0027;0,0189;0,0919;0,0946;0,0838;0,0108;0;0,0027;0,0081;0,3027;0,0649;0,0541;0,0378;0,0595;0,0351;0,0378;0,0973;0,0297;0,0757;0,027;0,0108;0,0243;0,0676;0,027;0,0135;0,0189;0,073;0,1973;0,0568;0,0784;0,0757;0,0135;0,0324;0,0216;0,0081;0,0189;0,0054;0,0054;0,0054;0,0162;0,0027;4,2062;5,1881;4,5412;3,4597;0,8162;0,5324;1,1973;0,1811;0;0,0135;0;0,3486;0,1135;0,1135;0,0649;0,1162;0,0054;0,0081;0,0514;0,0081;0,0486;0,0351;0,0054;0,0081;0,0054;0;0;0,0027;0,3811;0,0514;0,0919;0,0297;0,0162;0,0324;0,027;0,1378;0,0811;0,0459;0,0541;0,0459;0,0297;0,0568;0,0486;0,0973;0,273;0,0324;0,0027;0,0162;0,1568;0,0054;0,0243;0,0027;0;0,0162;0,0054;0,0189;0,0757;0,0027;0,1514;0,0649;0,1622;0,0054;0;0
411;250;2934;13405;1093;1036;0;0,0034;0,0106;0;0,136;0,0044;0,002;0,0099;0,1997;0,711;0,089;0,9404;0,0075;0,0007;0,0099;0,0252;0,0389;0,0225;0,0048;0;0,0027;0,0014;0,0037;0,001;0,0281;0,0027;0,5245;0,197;0,1285;0,0378;0,0051;0,0726;0,0566;0,017;0,1172;0,0545;0,1847;0,0719;0,0276;0,1179;0,0068;0,0481;0,1357;0,1026;0,032;0,0528;0,0051;0,0798;0,2311;0,002;0,0119;0,121;0,1261;0,0798;0,0409;0,0048;0,0153;0,0167;0,41;0,0675;0,0474;0,0811;0,0903;0,0389;0,0481;0,1394;0,1002;0,0719;0,0181;0,017;0,0286;0,0821;0,0392;0,0147;0,0256;0,0873;0,2205;0,0699;0,0934;0,089;0,0208;0,0566;0,0252;0,0041;0,0235;0,0102;0,0075;0,0136;0,0249;0,002;4,2254;5,1555;4,5226;3,4265;0,8865;0,6455;1,3514;0,3323;0;0,0048;0;0,4581;0,123;0,197;0,1101;0,1564;0,0089;0,016;0,0474;0,0003;0,0658;0,0443;0,0085;0,013;0,0085;0,001;0;0,0034;0,4172;0,0648;0,0999;0,0464;0,0392;0,0157;0,0204;0,1387;0,0948;0,0484;0,0348;0,0487;0,0276;0,0549;0,0174;0,1104;0,3296;0,0579;0,017;0,0215;0,1735;0,0058;0,0184;0,0031;0,0027;0,0269;0,001;0,0385;0,1149;0,0031;0,1479;0,0985;0,2062;0,0034;0,002;0,0116
413;474;13875;66059;3356;3176;0,0009;0,0025;0,0059;0;0,1942;0,0053;0,0129;0,0053;0,012;0,9095;0,0785;0,9677;0,0035;0,003;0,0069;0,0127;0,0097;0,0177;0,0013;0,0002;0,0001;0,0002;0,002;0,0001;0,0032;0,0012;0,604;0,2336;0,1464;0,0255;0,0105;0,092;0,077;0,0247;0,1527;0,0817;0,1828;0,0843;0,0342;0,1181;0,01;0,0499;0,1589;0,1289;0,0236;0,0715;0,0131;0,0786;0,2608;0,005;0,0164;0,1214;0,1245;0,091;0,0292;0,0064;0,0107;0,013;0,4832;0,0679;0,0537;0,0917;0,1358;0,0486;0,0571;0,1602;0,1083;0,068;0,0188;0,0128;0,0291;0,0696;0,0263;0,0174;0,02;0,0845;0,2316;0,0684;0,1079;0,0966;0,0215;0,0585;0,0192;0,0041;0,0217;0,0086;0,0057;0,0079;0,0267;0,0014;4,0462;5,1206;4,3691;3,6917;0,9984;0,6933;1,4227;0,4283;0,0003;0,0021;0,0001;0,4551;0,1557;0,1894;0,138;0,1555;0,0165;0,0135;0,0428;0,0009;0,1007;0,0605;0,0179;0,0222;0,0196;0,0021;0;0,0005;0,5077;0,0816;0,1333;0,0597;0,0508;0,0159;0,0232;0,1497;0,1053;0,0399;0,035;0,0414;0,0259;0,0481;0,019;0,1284;0,3308;0,051;0,0083;0,0219;0,1716;0,0054;0,0241;0,0029;0,0028;0,0356;0,003;0,0344;0,1106;0,0034;0,1367;0,0894;0,1998;0,0112;0,0014;0,022
414;237;3260;16342;1342;1250;0,0012;0,0025;0,0009;0,0009;0,2233;0,0034;0,0325;0,0181;0,0227;0,8279;0,1494;0,9469;0,0086;0,0015;0,0126;0,0209;0,0117;0,0101;0,0006;0,0003;0;0,0006;0,0009;0,0015;0,0045;0,0043;0,5025;0,1604;0,1129;0,0126;0,0064;0,0847;0,0755;0,0184;0,1178;0,0966;0,1411;0,0592;0,0298;0,0945;0,0092;0,039;0,1868;0,0742;0,0147;0,0589;0,016;0,0788;0,2113;0,0025;0,0129;0,0831;0,1031;0,0733;0,0252;0,0058;0,0101;0,0077;0,4184;0,0475;0,046;0,0571;0,0997;0,0374;0,0653;0,1607;0,0678;0,0687;0,0187;0,0169;0,0273;0,0454;0,0209;0,012;0,0126;0,0868;0,2172;0,0638;0,1252;0,1058;0,0396;0,0638;0,0153;0,0077;0,0258;0,0025;0,0028;0,0104;0,035;0;4,2206;4,9493;4,4059;4,0283;0,9598;0,6184;1,3847;0,3629;0,0009;0,0021;0;0,4923;0,169;0,2767;0,0828;0,1058;0,0221;0,0126;0,0512;0,0009;0,1166;0,0724;0,0199;0,0242;0,0215;0,0015;0;0,0012;0,3589;0,0831;0,0804;0,031;0,0276;0,0052;0,012;0,1221;0,1018;0,0288;0,0126;0,0301;0,012;0,0212;0,0052;0,1144;0,3135;0,0439;0,0138;0,0279;0,1454;0,0061;0,0245;0,0025;0,0049;0,0337;0,004;0,0359;0,0966;0,0034;0,1291;0,0758;0,1758;0,0077;0,0028;0,0163
415;193;1295;6855;615;491;0,017;0,0093;0,0008;0;0,3514;0,0216;0,1004;0,0178;0,0263;0,7405;0,2309;0,7815;0,0178;0;0,0494;0,0687;0,0772;0,0293;0,0039;0,0046;0;0,0054;0,017;0,0201;0,102;0,0131;0,3382;0,1158;0,0556;0,0208;0;0,0286;0,0278;0,0031;0,0849;0,0417;0,1205;0,0402;0,0201;0,0795;0,0039;0,0471;0,0896;0,0595;0,0162;0,044;0,0069;0,078;0,129;0,0147;0,0077;0,0687;0,088;0,0587;0,0286;0,0062;0,0162;0,0116;0,288;0,0625;0,027;0,0533;0,0826;0,0347;0,0371;0,0819;0,0687;0,0795;0,0317;0,0147;0,0208;0,071;0,0278;0,0069;0,0263;0,0471;0,1382;0,0301;0,0541;0,0687;0,0108;0,0309;0,017;0,0015;0,0077;0,0093;0,0054;0,0124;0,0131;0,0077;4,4458;4,8698;4,6538;3,7232;0,7421;0,5568;1,1985;0,1884;0,0015;0,0015;0,0008;0,3676;0,1529;0,1328;0,0641;0,1081;0,0077;0,0131;0,0448;0,0039;0,0463;0,0224;0,0116;0,0124;0,0116;0;0;0,0008;0,2486;0,044;0,0726;0,0293;0,027;0,0054;0,0054;0,0695;0,0541;0,0263;0,0139;0,0301;0,0124;0,0301;0,0054;0,0494;0,234;0,0263;0,0085;0,0077;0,1382;0,0039;0,0185;0,0008;0,0008;0,0239;0,0015;0,0139;0,1035;0,0039;0,1073;0,088;0,1521;0,0008;0,0015;0,0046
416;5;17;102;17;15;0;0,0588;0;0;0,7647;0,1176;0,0588;0,1176;0,0588;0,8235;0,1176;0,7059;0,0588;0;0,1765;0,0588;0;0,1176;0;0;0;0;0;0;0;0;0,3529;0,0588;0;0;0;0;0;0;0,0588;0;0,1765;0,0588;0,0588;0,1176;0;0,1176;0,1176;0,0588;0,0588;0;0;0,0588;0;0;0;0,1176;0;0;0;0;0;0;0,3529;0,0588;0,1765;0,0588;0,0588;0,0588;0;0,0588;0,1176;0,0588;0,0588;0;0;0,0588;0;0;0,0588;0,1176;0,1176;0;0,0588;0,1176;0;0,0588;0,1176;0;0;0;0;0;0;0;3,776;5,062;4,234;3,894;0,4706;0,1176;0,7647;0;0;0;0;0,2941;0;0,1176;0,0588;0,1765;0;0,0588;0,1176;0;0;0;0;0;0;0;0;0;0,1176;0;0,0588;0,0588;0;0;0;0;0;0;0;0;0;0;0;0;0,2353;0;0;0;0,1176;0;0,0588;0;0;0,0588;0;0;0;0;0,1176;0,0588;0,0588;0;0;0
417;103;802;3868;394;348;0,0025;0,0037;0,0037;0;0,4701;0,0287;0,212;0,0249;0,0399;0,7868;0,1721;0,8828;0,0025;0;0,02;0,0549;0,0387;0,0387;0,0062;0,0012;0;0,0012;0,0262;0;0,069;0,0025;0,5137;0,2082;0,1372;0,0486;0,0075;0,0686;0,0586;0,0037;0,1297;0,0698;0,1546;0,0673;0,0349;0,0935;0,0112;0,0586;0,1259;0,0998;0,0274;0,0723;0,0125;0,0748;0,2107;0,0075;0,0112;0,0885;0,1035;0,0823;0,0224;0,0012;0,0112;0,0112;0,3903;0,0549;0,0499;0,0686;0,1135;0,0461;0,0511;0,1309;0,091;0,0561;0,0112;0,0112;0,0287;0,0486;0,0187;0,0087;0,0162;0,0885;0,2007;0,0586;0,0798;0,0973;0,0125;0,0374;0,0212;0,0012;0,0262;0,0025;0,0037;0,01;0,0249;0,0062;4,1458;5,2554;4,4943;3,2003;0,9426;0,5885;1,3641;0,2643;0;0,0012;0;0,3903;0,1259;0,1721;0,116;0,1646;0,0075;0,0175;0,0461;0;0,0798;0,0474;0,015;0,0175;0,015;0;0,0012;0,0012;0,4252;0,0686;0,116;0,0399;0,0349;0,0137;0,0237;0,1359;0,0873;0,0362;0,0387;0,0411;0,0212;0,0648;0,0249;0,091;0,2581;0,0461;0,0087;0,0075;0,1397;0,0125;0,0187;0,0025;0;0,02;0,0025;0,0237;0,0786;0,0012;0,1409;0,0673;0,1671;0,0025;0,0012;0,0012
418;489;8091;38893;2233;2082;0,0002;0,002;0,0035;0,0002;0,2219;0,0059;0,0195;0,0127;0,0194;0,8823;0,0983;0,9587;0,0106;0,0007;0,0147;0,0041;0,0069;0,0091;0,0012;0,0002;0,0001;0,0014;0,0049;0,0014;0,0148;0,0016;0,5684;0,2075;0,1306;0,0382;0,0052;0,0751;0,068;0,0145;0,1369;0,0821;0,1539;0,066;0,0314;0,1002;0,0067;0,0465;0,1694;0,1106;0,022;0,0729;0,0153;0,0803;0,2299;0,0058;0,0119;0,1235;0,11;0,078;0,0281;0,0048;0,0087;0,0138;0,4548;0,0651;0,0527;0,0717;0,1156;0,0471;0,0528;0,154;0,091;0,0665;0,0224;0,0157;0,0226;0,0602;0,0269;0,0114;0,015;0,0803;0,2074;0,0567;0,111;0,0955;0,0268;0,0507;0,0154;0,0036;0,0226;0,0101;0,0042;0,011;0,0309;0,0028;4,1251;5,0927;4,4155;3,736;0,9202;0,7191;1,4279;0,3474;0,0004;0,0025;0,0002;0,4727;0,1638;0,2303;0,1211;0,1415;0,0199;0,0121;0,0454;0,0006;0,1054;0,0566;0,0218;0,0271;0,0232;0,0023;0;0,0015;0,4432;0,0857;0,1088;0,046;0,0386;0,0111;0,022;0,1383;0,097;0,0374;0,0326;0,0398;0,0173;0,056;0,0084;0,1141;0,2984;0,0425;0,012;0,0263;0,1458;0,0059;0,0224;0,001;0,0026;0,029;0,0025;0,0287;0,0929;0,0026;0,1319;0,0737;0,1672;0,0027;0,0015;0,0159
419;402;6507;31306;2154;1980;0,0086;0,0137;0,0028;0,0002;0,2633;0,0152;0,0058;0,0323;0,0218;0,8475;0,1277;0,8314;0,0191;0,0012;0,0284;0,0868;0,0097;0,0086;0,0078;0;0,0003;0,0003;0,0005;0;0,001;0,0155;0,4598;0,1572;0,0828;0,0209;0,0018;0,0519;0,0493;0,0108;0,1208;0,0722;0,1578;0,0624;0,0381;0,0885;0,0063;0,0526;0,1309;0,0942;0,016;0,0599;0,0157;0,0644;0,1694;0,0025;0,0049;0,0767;0,0873;0,0622;0,022;0,0037;0,0092;0,0086;0,3923;0,0662;0,0506;0,0744;0,1045;0,0326;0,0486;0,1279;0,0858;0,0602;0,022;0,0129;0,0247;0,0493;0,0195;0,0075;0,0148;0,0804;0,1923;0,0572;0,0874;0,0939;0,022;0,0423;0,0289;0,0012;0,0241;0,0058;0,002;0,0091;0,0207;0,0011;4,1625;5,1219;4,4404;3,6492;0,8663;0,5098;1,2218;0,3115;0;0,0022;0,0003;0,3765;0,1359;0,1864;0,1025;0,1446;0,0158;0,0209;0,0606;0,0008;0,0907;0,0473;0,0204;0,0229;0,0203;0,0015;0;0,0011;0,3699;0,0753;0,099;0,0483;0,0412;0,0037;0,0097;0,1022;0,0881;0,0366;0,0131;0,0373;0,0121;0,0378;0,006;0,0811;0,2682;0,0436;0,0117;0,0197;0,118;0,0097;0,025;0,0017;0,0026;0,0306;0,0026;0,0343;0,0652;0,0026;0,1411;0,0487;0,1469;0,0037;0,0008;0,0151
42;110;482;2700;325;267;0;0,0041;0,0021;0,0062;0,4378;0,0353;0,0726;0,0124;0,0353;0,7116;0,251;0,8133;0,0083;0,0021;0,0311;0,0602;0,0436;0,0249;0,0104;0,0021;0,0021;0,0041;0,0539;0;0,0996;0,0124;0,3568;0,1141;0,0747;0,0104;0;0,0602;0,0539;0,0062;0,0892;0,0581;0,1307;0,0456;0,029;0,0851;0,0041;0,0207;0,11;0,0539;0,0228;0,0353;0,0083;0,0602;0,1556;0;0,0041;0,083;0,0892;0,0477;0,0311;0,0041;0,0249;0,0062;0,3216;0,0643;0,0519;0,0373;0,0539;0,0124;0,0436;0,112;0,056;0,056;0,0187;0,0207;0,0187;0,0436;0,0187;0,0062;0,0166;0,0685;0,1639;0,0622;0,0871;0,0996;0,0477;0,056;0,027;0,0021;0,029;0,0021;0,0062;0,0104;0,027;0;4,3244;4,8926;4,4972;3,8854;0,7531;0,5353;1,278;0,1846;0;0,0062;0;0,4336;0,1515;0,1722;0,056;0,0705;0,0187;0,0187;0,0311;0,0021;0,0705;0,0477;0,0104;0,0124;0,0124;0;0;0;0,2593;0,0581;0,056;0,0228;0,0207;0,0104;0,0041;0,0892;0,0705;0,0187;0,0207;0,0187;0,0041;0,0104;0,0124;0,083;0,2905;0,0249;0,0145;0,0207;0,1618;0;0,027;0;0,0021;0,027;0,0021;0,0249;0,1266;0,0021;0,1058;0,1058;0,1826;0;0,0062;0,0062
420;88;664;3498;370;348;0;0;0;0;0,5346;0,0301;0,2108;0,006;0,009;0,8148;0,1762;0,9398;0;0;0,0151;0,0196;0,0437;0,0075;0,0015;0,003;0,0015;0,0015;0,012;0,006;0,0383;0;0,5151;0,1928;0,128;0,0151;0,0045;0,1054;0,0542;0,0271;0,1114;0,0919;0,1687;0,0693;0,0361;0,1069;0,0015;0,0617;0,1235;0,0783;0,0151;0,0708;0,0075;0,0602;0,2169;0,003;0,0045;0,116;0,1596;0,1114;0,0422;0,0075;0,0151;0,0226;0,4172;0,0587;0,0497;0,0693;0,0979;0,0437;0,0617;0,128;0,0663;0,0587;0,0271;0,006;0,0256;0,0693;0,0316;0,0241;0,0136;0,0858;0,2108;0,0572;0,0858;0,1114;0,0211;0,0512;0,0196;0,0015;0,0211;0,0075;0,0075;0,0136;0,0241;0,0045;4,1024;5,1012;4,4395;3,683;0,9247;0,747;1,4398;0,3283;0;0;0,0015;0,4639;0,1747;0,1852;0,0858;0,125;0,0151;0,003;0,0452;0,006;0,1039;0,0572;0,0226;0,0241;0,0241;0;0;0;0,4518;0,0889;0,1235;0,0361;0,0271;0,0377;0,0196;0,128;0,0858;0,0286;0,0392;0,0301;0,006;0,0316;0,0361;0,1265;0,3178;0,0422;0,006;0,0226;0,1717;0,0151;0,0241;0,006;0,0015;0,0271;0;0,0286;0,1295;0;0,125;0,1114;0,2093;0,0045;0,006;0,0075
421;246;2458;12034;1122;1017;0,0004;0,0016;0,0004;0;0,2636;0,0081;0,0199;0,0289;0,0179;0,8369;0,144;0,9333;0,0102;0,0037;0,0228;0,0207;0,0248;0,0155;0,0016;0,0004;0,0004;0,0004;0,0024;0,0004;0,0037;0,0033;0,5041;0,1753;0,1164;0,0346;0,0037;0,0639;0,0586;0,0163;0,1103;0,0728;0,1554;0,0602;0,033;0,0915;0,0098;0,0427;0,1465;0,0834;0,0309;0,0606;0,0122;0,0671;0,2006;0,0028;0,0114;0,1029;0,096;0,0622;0,0313;0,002;0,0142;0,0126;0,3796;0,0586;0,0431;0,0696;0,0956;0,0358;0,048;0,1212;0,083;0,0708;0,0264;0,0122;0,026;0,061;0,0256;0,0098;0,0207;0,0915;0,2103;0,0651;0,0887;0,0818;0,0195;0,0321;0,0342;0,0057;0,0269;0,0102;0,0069;0,0126;0,0195;0,0012;4,2681;5,0213;4,5252;3,7342;0,9166;0,6029;1,3466;0,3177;0;0,0069;0;0,4426;0,1619;0,2262;0,0919;0,1371;0,0142;0,009;0,0358;0,0033;0,0907;0,0504;0,0191;0,0212;0,0187;0,0012;0;0,0012;0,3751;0,0631;0,094;0,0399;0,0338;0,0061;0,0138;0,1273;0,096;0,0374;0,0285;0,0423;0,0183;0,0427;0,0081;0,0993;0,3019;0,0411;0,0102;0,0277;0,1391;0,0069;0,0232;0,0037;0,0053;0,0366;0,0033;0,0289;0,0993;0,0016;0,1448;0,07;0,1729;0,002;0,0033;0,0159
423;259;2438;11584;1032;974;0,0025;0,0053;0,0103;0;0,1505;0,0078;0,0033;0,0098;0,0611;0,8236;0,1153;0,929;0,0029;0,0008;0,0119;0,0394;0,023;0,0205;0,0021;0,0004;0;0,0012;0,0057;0,0008;0,0096;0,0033;0,5164;0,1854;0,1296;0,0258;0,0049;0,0841;0,0742;0,0238;0,1173;0,0829;0,1583;0,0578;0,0295;0,1091;0,0057;0,0509;0,1628;0,0927;0,0201;0,0644;0,0098;0,0726;0,219;0,0041;0,009;0,1087;0,1161;0,0865;0,0258;0,0033;0,0107;0,0119;0,4282;0,0619;0,0435;0,0607;0,0989;0,0443;0,0582;0,155;0,0796;0,0755;0,0267;0,0213;0,0246;0,0591;0,0238;0,0119;0,0152;0,0845;0,2129;0,0611;0,1021;0,1058;0,0238;0,0525;0,0275;0,0037;0,0189;0,0078;0,0045;0,0082;0,0336;0,0012;4,1795;5,0937;4,4331;3,7407;0,8823;0,6358;1,3577;0,3105;0;0,0033;0;0,461;0,1583;0,203;0,1009;0,1321;0,0217;0,0098;0,0484;0,0037;0,098;0,0582;0,0189;0,0209;0,0189;0,0021;0;0;0,395;0,0775;0,0956;0,0332;0,0287;0,0111;0,0197;0,1358;0,1017;0,0349;0,034;0,0365;0,0168;0,0406;0,0148;0,1177;0,3027;0,0381;0,0074;0,0217;0,1436;0,0041;0,0226;0,0053;0,0037;0,0443;0,0025;0,0324;0,1169;0,0012;0,1243;0,0829;0,1961;0,0045;0,0008;0,0156
